package,github,n_downloads,n_prod_deps,n_dev_deps,stars,issues
@semcore/icon,semrush/intergalactic,407737.0,7,4,124,1196
babel-plugin-transform-builtin-extend,loganfsmyth/babel-plugin-transform-builtin-extend,2095206.0,2,5,151,21
@node-rs/bcrypt-win32-ia32-msvc,napi-rs/node-rs,330591.0,0,0,945,802
@types/nodemailer-smtp-transport,DefinitelyTyped/DefinitelyTyped,956348.0,2,0,46776,66341
css-what,fb55/css-what,1355679778.0,0,11,220,1238
prando,zeh/prando,648004.0,0,15,130,19
tencentcloud-sdk-nodejs-tcaplusdb,tencentcloud/tencentcloud-sdk-nodejs,80733.0,1,10,345,147
arrayiffy-if-string,codsen/codsen,719041.0,0,0,176,91
@commercetools-uikit/collapsible,commercetools/ui-kit,151622.0,9,1,144,2733
@types/parse-json,DefinitelyTyped/DefinitelyTyped,980789285.0,0,0,46776,66341
@opentelemetry/instrumentation-redis,open-telemetry/opentelemetry-js-contrib,14793391.0,4,16,581,2000
react-native-performance,oblador/react-native-performance,1131024.0,1,8,869,107
@react-pdf/image,diegomura/react-pdf,12192666.0,4,0,13973,2461
@udecode/plate-ui-media-embed,udecode/plate,165129.0,11,0,7316,2428
@ai-apps/angular,IBM/carbon-components-angular,22614.0,10,0,507,2778
linaria,callstack/linaria,588280.0,3,0,11108,1397
@fluidframework/test-runtime-utils,microsoft/FluidFramework,341001.0,15,23,4607,20009
@tailwindcss/container-queries,tailwindlabs/tailwindcss-container-queries,1526122.0,1,9,875,25
@types/color,DefinitelyTyped/DefinitelyTyped,20602804.0,0,0,46776,66341
formsy-semantic-ui-react,zabute/formsy-semantic-ui-react,41619.0,4,18,102,143
@tarojs/taro-h5,NervJS/taro,278269.0,15,26,34506,14603
magepack,magesuite/magepack,203715.0,10,7,427,182
mjml-list,mjmlio/mjml,270582.0,3,0,16224,2786
lmdb-darwin-arm64,DoctorEvidence/lmdb-js,1189556.0,0,0,438,236
lodash.once,lodash/lodash,563451364.0,0,0,58625,5615
@react-facet/deferred-mount,Mojang/ore-ui,2006813.0,2,4,370,135
@patternfly/pfe-cta,patternfly/patternfly-elements,40801.0,2,0,370,2687
ember-animated,ember-animation/ember-animated,774028.0,6,49,242,693
@formily/shared,alibaba/formily,507809.0,7,0,10615,2642
ngx-content-loading,Gbuomprisco/ngx-content-loading,81217.0,5,0,127,36
@cspell/dict-it-it,streetsidesoftware/cspell-dicts,26973.0,0,1,200,3021
clipboard-copy,feross/clipboard-copy,15654153.0,0,2,605,53
cordova-plugin-printer,katzer/cordova-plugin-printer,95581.0,0,0,311,304
@types/lodash.chunk,DefinitelyTyped/DefinitelyTyped,7392223.0,1,0,46776,66341
storybook-zeplin,mertkahyaoglu/storybook-zeplin,1070887.0,10,10,113,84
@types/xss-filters,DefinitelyTyped/DefinitelyTyped,459100.0,0,0,46776,66341
@dylanirlbeck/tailwind-ppx,dylanirlbeck/tailwind-ppx,31366.0,0,0,154,145
grunt-complexity,vigetlabs/grunt-complexity,84950.0,4,7,221,56
next-slicezone,prismicio/sm-commons,162066.0,4,21,275,1318
global-agent,gajus/global-agent,72945661.0,6,25,339,67
offscreen-canvas,ai/offscreen-canvas,21695.0,0,0,327,40
@designable/react,alibaba/designable,23418.0,8,2,3090,102
json-schema-ref-parser,APIDevTools/json-schema-ref-parser,66752741.0,1,0,889,336
@teambit/ui-foundation.ui.is-browser,teambit/bit,80640.0,3,7,17437,8489
@teambit/mocha,teambit/bit,94182.0,13,4,17437,8489
vuex-simple,sascha245/vuex-simple,197810.0,2,21,180,35
medusa-plugin-brightpearl,medusajs/medusa,56495.0,8,18,22044,6136
@itwin/core-frontend,iTwin/itwinjs-core,349683.0,15,28,561,5498
@putout/plugin-apply-nullish-coalescing,coderaiser/putout,36988.0,1,8,642,199
@material/ripple,material-components/material-components-web,22888760.0,7,0,17050,7969
@apollo/link-ws,apollographql/apollo-link,227983.0,3,11,1436,1323
@tarojs/plugin-framework-react,NervJS/taro,131750.0,8,17,34506,14603
@sniptt/guards,sniptt-official/guards,40467.0,0,8,163,6
@filbert-js/css-ast,kuldeepkeshwar/filbert-js,22036.0,0,1,174,289
next-api-middleware,htunnicliff/next-api-middleware,394847.0,1,10,270,66
@stacks/common,hirosystems/stacks.js,2522384.0,2,3,932,1637
cyberchef,gchq/CyberChef,27387.0,85,51,24608,1560
@ledgerhq/evm-tools,LedgerHQ/ledger-live,22452.0,5,7,379,6378
tencentcloud-sdk-nodejs-trtc,tencentcloud/tencentcloud-sdk-nodejs,56925.0,1,10,345,147
react-scroll-to-component,flyingant/react-scroll-to-component,641123.0,3,0,168,25
@ionic-native/screen-orientation,ionic-team/ionic-native,559901.0,3,0,2360,4704
@types/react-s-alert,DefinitelyTyped/DefinitelyTyped,119103.0,1,0,46776,66341
@azure/communication-administration,Azure/azure-sdk-for-js,37739.0,11,46,1903,28860
material-dashboard-react,creativetimofficial/material-dashboard-react,30770.0,15,5,2700,230
@types/react-native-check-box,DefinitelyTyped/DefinitelyTyped,648064.0,2,0,46776,66341
@cubejs-backend/mysql-aurora-serverless-driver,cube-js/cube,22700.0,5,4,16984,7899
otpauth,hectorm/otpauth,3009728.0,1,23,805,477
angular-sortable-view,kamilkp/angular-sortable-view,362247.0,0,4,423,147
@types/react-request,DefinitelyTyped/DefinitelyTyped,26075.0,1,0,46776,66341
amazon-kinesis-video-streams-webrtc,awslabs/amazon-kinesis-video-streams-webrtc-sdk-js,760958.0,8,22,280,288
@lion/ui,ing-bank/lion,35168.0,9,0,1678,2095
@welcome-ui/tag,WTTJ/welcome-ui,27978.0,7,0,589,2425
bulma-toast,rfoel/bulma-toast,146134.0,0,13,160,342
react-firebaseui,firebase/firebaseui-web-react,1033099.0,3,31,1241,213
@turf/tesselate,Turfjs/turf,13393881.0,2,5,8698,2557
disable-devtool,theajack/disable-devtool,63100.0,0,0,1232,84
@types/heft-jest,DefinitelyTyped/DefinitelyTyped,1047824.0,1,0,46776,66341
@spectrum-css/toast,adobe/spectrum-css,181037.0,4,1,1145,2571
@cornerstonejs/tools,cornerstonejs/cornerstone3D,183298.0,13,1,400,1142
@react-aria/searchfield,adobe/react-spectrum,6688192.0,9,0,11345,5392
@typedorm/core,typedorm/typedorm,2162520.0,10,0,435,346
fastboot,ember-fastboot/fastboot,798883.0,7,17,159,284
truffle-artifactor,trufflesuite/truffle,31135.0,3,8,14011,5904
@gridsome/plugin-critical,gridsome/gridsome,45782.0,8,0,8520,1688
@streamr/utils,streamr-dev/network,45345.0,5,6,569,2427
@babel/plugin-transform-react-jsx,babel/babel,771269011.0,6,3,42821,15604
@aws-sdk/middleware-bucket-endpoint,aws/aws-sdk-js-v3,135046583.0,7,5,2801,5575
@exodus/bitcoinjs-lib-dogecoin,bitcoinjs/bitcoinjs-lib,68863.0,15,12,5415,2025
roosterjs-html-sanitizer,Microsoft/roosterjs,36399.0,2,0,837,2468
@types/is-bigint,DefinitelyTyped/DefinitelyTyped,1101326.0,0,0,46776,66341
body,Raynos/body,31112832.0,4,6,120,20
@sapphire/discord.js-utilities,sapphiredev/utilities,311607.0,4,7,143,724
cut-release,bjoerge/cut-release,29211.0,5,1,107,15
player.js,embedly/player.js,1224586.0,0,8,515,100
@tarojs/helper,NervJS/taro,305449.0,27,6,34506,14603
prisma-trpc-generator,omar-dulaimi/prisma-trpc-generator,78026.0,8,7,647,64
@aws-sdk/client-dynamodb-streams,aws/aws-sdk-js-v3,1047843.0,40,7,2801,5575
react-chartjs-2,reactchartjs/react-chartjs-2,43140634.0,2,0,6328,1208
vue-masked-input,niksmr/vue-masked-input,316803.0,2,15,454,70
@radix-ui/react-menu,radix-ui/primitives,19939794.0,23,0,13702,2183
remark-lint-no-tabs,remarkjs/remark-lint,832046.0,4,0,900,309
use-sse,kmoskwiak/useSSE,194209.0,1,9,133,45
@open-wc/testing-helpers,open-wc/open-wc,1885152.0,3,0,2188,2741
@types/method-override,DefinitelyTyped/DefinitelyTyped,5504564.0,1,0,46776,66341
@fluentui-react-native/checkbox,microsoft/fluentui-react-native,42408.0,17,8,1146,3477
@ngrx/store,ngrx/platform,27830600.0,3,0,7855,4129
@subsquid/util-xxhash,subsquid/squid,42763.0,2,3,1140,250
bulma-extensions,Wikiki/bulma-extensions,493067.0,0,27,682,138
vanilla-datatables,Mobius1/Vanilla-DataTables,82792.0,0,7,366,17
rollup-plugin-multi-input,alfredosalzillo/rollup-plugin-multi-input,1280169.0,1,17,130,75
@veramo/did-manager,decentralized-identity/veramo,199814.0,2,1,391,1203
@capacitor-community/app-react,capacitor-community/react-hooks,28014.0,3,0,239,54
use-mask-input,eduardoborges/use-mask-input,56165.0,2,34,175,54
@remirror/extension-blockquote,remirror/remirror,924017.0,5,1,2562,2085
@heroku-cli/plugin-pipelines,heroku/cli,636126.0,11,17,851,2649
@testing-library/jest-dom,testing-library/jest-dom,374280988.0,13,14,4253,556
node-watch,yuanchuan/node-watch,20586010.0,0,2,337,130
react-blurhash,woltapp/react-blurhash,733160.0,2,17,558,47
@commitlint/format,conventional-changelog/commitlint,108865485.0,2,1,15763,3964
webpack-ant-icon-loader,Beven91/webpack-ant-icon-loader,43001.0,0,0,141,28
@aws-sdk/client-iam,aws/aws-sdk-js-v3,14353608.0,42,7,2801,5575
libnpm,npm/libnpm,8962821.0,20,6,113,5
lodash.attempt,lodash/lodash,33621.0,0,0,58625,5615
@contentful/f36-datetime,contentful/forma-36,2205319.0,6,0,321,2654
marko,marko-js/marko,431022.0,14,0,13072,2149
highland,caolan/highland,3419722.0,1,23,3424,705
@toruslabs/broadcast-channel,pubkey/broadcast-channel,2088830.0,8,51,1700,1225
jquery-query-object,alrusdi/jquery-plugin-query-object,28849.0,1,0,159,24
vuex-typex,mrcrowl/vuex-typex,63780.0,2,9,193,53
textillate,jschr/textillate,32650.0,3,0,3649,130
@spectrum-web-components/avatar,adobe/spectrum-web-components,53851.0,2,1,1141,4122
@putout/formatter-stream,coderaiser/putout,409877.0,3,7,642,199
eslint-plugin-airbnb,npm/security-holder,151789.0,0,0,148,13
sw2dts,mstssk/sw2dts,342764.0,3,18,161,63
@babel/helper-function-name,babel/babel,1991083243.0,2,0,42821,15604
@types/fast-fifo,DefinitelyTyped/DefinitelyTyped,34495.0,0,0,46776,66341
@instructure/browserslist-config-instui,instructure/instructure-ui,156209.0,0,0,426,1463
tus-js-client,tus/tus-js-client,7804865.0,7,39,1882,672
@babel/plugin-syntax-nullish-coalescing-operator,babel/babel,1125878409.0,2,1,42821,15604
@chakra-ui/popover,chakra-ui/chakra-ui,21699145.0,14,10,36203,6647
ng2-nouislider,tb/ng2-nouislider,2131331.0,4,0,185,243
@cyclonedx/bom,CycloneDX/cyclonedx-node-module,1324064.0,1,0,119,352
@wasmer/wasi,wasmerio/wasmer-js,540790.0,0,16,849,413
@progress/kendo-react-labels,telerik/kendo-react,2413827.0,6,0,197,2086
@types/vue2-datepicker,DefinitelyTyped/DefinitelyTyped,440113.0,1,0,46776,66341
react2angular,coatue-oss/react2angular,2926259.0,11,28,543,157
copy-to-clipboard,sudodoki/copy-to-clipboard,262975798.0,1,7,1248,139
@types/d3-voronoi,DefinitelyTyped/DefinitelyTyped,18144847.0,0,0,46776,66341
docx4js,lalalic/docx4js,155356.0,5,9,344,70
lqip-loader,zouhir/lqip-loader,265457.0,3,0,1205,34
react-image-lightbox,frontend-collective/react-image-lightbox,6798371.0,4,35,1275,701
@turf/boolean-parallel,Turfjs/turf,13324744.0,5,10,8698,2557
@backstage/plugin-techdocs-react,backstage/backstage,961016.0,15,5,25846,22385
@jimp/jpeg,jimp-dev/jimp,69631914.0,3,2,13316,1270
formik-antd,jannikbuschke/formik-antd,512631.0,4,25,579,216
@kyvg/vue3-notification,kyvg/vue3-notification,984216.0,1,20,329,65
jsxstyle,jsxstyle/jsxstyle,93961.0,8,11,2100,190
react-native-onboarding-swiper,jfilter/react-native-onboarding-swiper,246743.0,4,10,927,146
@jsonforms/angular,eclipsesource/jsonforms,109926.0,5,25,1866,2301
babel-helper-annotate-as-pure,babel/babel,171386.0,1,0,42821,15604
@talend/scripts-utils,Talend/ui,33515.0,3,4,148,5228
@react-pdf/fontkit,diegomura/react-pdf,7324814.0,9,3,13973,2461
find-my-way,delvedor/find-my-way,56597084.0,3,11,1406,353
fontsource-noto-sans-jp,fontsource/fontsource,30329.0,0,0,4466,889
cubejs-cli,cube-js/cube,225246.0,14,15,16984,7899
@types/stream-array,DefinitelyTyped/DefinitelyTyped,1269544.0,1,0,46776,66341
@inovua/reactdatagrid-community,inovua/reactdatagrid,456139.0,12,0,3448,409
@types/bootstrap-slider,DefinitelyTyped/DefinitelyTyped,212538.0,1,0,46776,66341
volar-service-pug,volarjs/services,119479.0,6,1,120,84
@types/istanbul-middleware,DefinitelyTyped/DefinitelyTyped,35039.0,1,0,46776,66341
@types/terminal-kit,DefinitelyTyped/DefinitelyTyped,389524.0,1,0,46776,66341
@syncfusion/ej2-lineargauge,syncfusion/ej2-javascript-ui-controls,424804.0,3,0,381,172
@devexpress/dx-react-chart-bootstrap4,DevExpress/devextreme-reactive,27313.0,7,35,2049,3666
immutable-ext,npm/npm,735478.0,1,6,17506,20802
@quenty/servicebag,Quenty/NevermoreEngine,26320.0,3,0,360,452
@nrk/core-suggest,nrkno/core-components,23593.0,0,0,115,797
canvas-sketch,mattdesl/canvas-sketch,27769.0,10,56,4864,196
react-native-compressor,numandev1/react-native-compressor,389361.0,2,24,738,277
styled-components-grid,jameslnewell/styled-components-grid,139008.0,7,29,221,60
@types/skmeans,DefinitelyTyped/DefinitelyTyped,98583.0,0,0,46776,66341
io.realm.unity,realm/realm-dotnet,28037.0,0,0,1204,3436
babel-plugin-minify-infinity,babel/minify,32353160.0,0,0,4377,1046
@types/metismenu,onokumus/metisMenu,23697.0,1,0,1953,204
grunt-aws-s3,MathieuLoutre/grunt-aws-s3,439517.0,6,8,296,133
@aws-cdk/aws-accessanalyzer,aws/aws-cdk,418647.0,4,5,11030,28455
@nx/nx-darwin-x64,nrwl/nx,4646288.0,0,0,21564,21250
selectivity,arendjr/selectivity,35629.0,1,30,1103,281
discord-rich-presence,devsnek/discord-rich-presence,22561.0,1,2,117,34
@open-wc/eslint-config,open-wc/open-wc,630763.0,17,0,2188,2741
wired-lib,wiredjs/wired-elements,37586.0,1,4,9635,196
pg-protocol,brianc/node-postgres,193064415.0,0,8,11818,3160
@navikt/ds-react,navikt/aksel,160704.0,10,18,146,2704
@mapbox/mapbox-gl-directions,mapbox/mapbox-gl-directions,129043.0,10,21,226,313
tinyqueue,mourner/tinyqueue,60223370.0,0,7,383,22
ts-nameof.macro,dsherret/ts-nameof,48027.0,2,17,486,124
metal-component,metal/metal.js,50441.0,4,2,230,438
@babel/plugin-transform-block-scoped-functions,babel/babel,1040808445.0,2,2,42821,15604
@rocket.chat/layout,RocketChat/fuselage,67527.0,4,27,101,1306
expect-puppeteer,argos-ci/jest-puppeteer,11498806.0,0,4,3513,577
react-schedule-selector,bibekg/react-schedule-selector,41975.0,8,50,137,72
@types/react-latex,DefinitelyTyped/DefinitelyTyped,45256.0,1,0,46776,66341
@webex/internal-plugin-board,webex/webex-js-sdk,150795.0,11,7,164,3435
js-crypto-hkdf,junkurihara/jscu,587036.0,5,0,142,1635
@babylonjs/core,BabylonJS/Babylon.js,1418309.0,0,2,22177,14796
@polkadot/vue-identicon,polkadot-js/ui,70196.0,8,0,113,779
@cosmos-kit/leap,cosmology-tech/cosmos-kit,56206.0,3,0,158,416
@theme-ui/match-media,system-ui/theme-ui,616970.0,3,7,5199,2259
@types/ip-subnet-calculator,DefinitelyTyped/DefinitelyTyped,169318.0,0,0,46776,66341
azure-arm-containerregistry,azure/azure-sdk-for-node,96185.0,2,0,1187,5209
webcamjs,jhuckaby/webcamjs,155338.0,0,0,2472,333
@types/sanctuary,DefinitelyTyped/DefinitelyTyped,21709.0,0,0,46776,66341
@types/jexcel,DefinitelyTyped/DefinitelyTyped,31654.0,0,0,46776,66341
@aws-cdk/app-delivery,aws/aws-cdk,78121.0,20,8,11030,28455
@vonage/verify2,Vonage/vonage-node-sdk,32746.0,1,2,370,922
svelte-add,svelte-add/svelte-add,57428.0,16,4,1383,331
@vue/reactivity-transform,vuejs/core,117690232.0,5,2,43824,9000
danfojs-node,opensource9ja/danfojs,220099.0,8,27,4604,553
ast-compare,codsen/codsen,40808.0,4,2,176,91
@cubejs-backend/prestodb-driver,cube-js/cube,55972.0,5,6,16984,7899
eslint-plugin-spellcheck,aotaduy/eslint-plugin-spellcheck,2410664.0,4,8,181,95
@types/gulp-shell,sun-zheng-an/gulp-shell,33314.0,1,0,482,117
serverless-apigateway-service-proxy,horike37/serverless-apigateway-service-proxy,513969.0,3,25,256,209
@exodus/walletconnect-core,walletconnect/walletconnect-monorepo,68644.0,16,2,1216,2242
abi-decoder,ConsenSys/abi-decoder,1261116.0,2,14,619,103
@solana/wallet-adapter-keystone,solana-labs/wallet-adapter,896323.0,3,2,1266,900
@webassemblyjs/floating-point-hex-parser,xtuc/webassemblyjs,1074097863.0,0,0,764,1156
@hint/hint-create-element-svg,webhintio/hint,1831596.0,6,14,3586,5677
simpleddp,Gregivy/simpleddp,57747.0,3,10,164,68
react-mfb,nobitagit/react-material-floating-button,22684.0,4,12,206,40
@types/json-stringify-safe,DefinitelyTyped/DefinitelyTyped,9887601.0,0,0,46776,66341
@vitejs/plugin-vue2,vitejs/vite-plugin-vue2,4509154.0,2,20,520,96
@babel/plugin-syntax-export-default-from,babel/babel,251405464.0,2,1,42821,15604
@nuxtjs/auth,nuxt-community/auth-module,1217685.0,8,23,1905,1662
ngx-translate,npm/security-holder,83529.0,0,0,148,13
@cfworker/worker-types,cfworker/cfworker,91418.0,0,1,562,267
amp-index-of,ampersandjs/amp,676362.0,1,3,135,98
@esbuild/linux-ppc64,evanw/esbuild,86208964.0,0,0,36971,3662
nats,nats-io/nats.js,10576868.0,1,7,1452,602
azure-pipelines-tasks-packaging-common,Microsoft/azure-pipelines-tasks,47481.0,16,1,3373,19584
@types/dragselect,DefinitelyTyped/DefinitelyTyped,33694.0,0,0,46776,66341
wreck,hapijs/wreck,8314984.0,2,3,383,308
bl,rvagg/bl,1374993807.0,4,4,424,131
@scure/bip39,paulmillr/scure-bip39,15072019.0,2,3,106,15
@nexus/schema,graphql-nexus/schema,156736.0,3,26,3358,1075
postcss-map,pascalduez/postcss-map,31098.0,3,14,119,139
yesvelte,yesvelte/yesvelte,79921.0,12,28,187,558
@zag-js/menu,chakra-ui/zag,424603.0,10,1,3551,1260
@azure-tools/azcopy-darwin,Azure/azure-storage-azcopy,24738.0,0,12,572,2604
load-grunt-config,firstandthird/load-grunt-config,2888631.0,7,8,375,201
next-pagination,etchteam/next-pagination,116132.0,5,23,141,96
rollup-plugin-typescript2,ezolenko/rollup-plugin-typescript2,44399942.0,7,25,811,469
vanta,tengbao/vanta,135470.0,0,7,5203,182
jsx-pragmatic,krakenjs/jsx-pragmatic,135637.0,0,3,181,35
@accordproject/cicero-tools,accordproject/cicero,42493.0,3,9,265,802
@bitgo/sdk-coin-stx,BitGo/BitGoJS,322740.0,10,3,341,4336
@evilmartians/lefthook,evilmartians/lefthook,840537.0,0,0,3779,613
@nextui-org/pagination,nextui-org/nextui,114946.0,14,0,18670,2023
react-topbar-progress-indicator,MoOx/react-topbar-progress-indicator,1247998.0,2,9,109,30
@putout/plugin-convert-bitwise-to-logical,coderaiser/putout,214445.0,1,6,642,199
imba,imba/imba,178851.0,17,17,6212,862
@dnd-kit/utilities,clauderic/dnd-kit,27861285.0,2,0,10980,1093
awesome-debounce-promise,slorber/awesome-debounce-promise,3965564.0,4,10,381,23
react-calendar-timeline,namespace-ee/react-calendar-timeline,1748523.0,10,45,1869,926
nuxt-simple-sitemap,harlan-zw/nuxt-simple-sitemap,312840.0,15,16,230,246
@types/d3-timer,DefinitelyTyped/DefinitelyTyped,69451347.0,0,0,46776,66341
@types/jsftp,DefinitelyTyped/DefinitelyTyped,3057425.0,1,0,46776,66341
@types/gulp-plumber,DefinitelyTyped/DefinitelyTyped,368225.0,1,0,46776,66341
@antv/g-mobile-canvas,antvis/g,23409.0,10,1,997,1629
@types/rgb-hex,sindresorhus/rgb-hex,30461.0,1,0,117,13
rtcmulticonnection-server,muaz-khan/RTCMultiConnection-Server,31518.0,1,0,265,39
@igniteui/angular-schematics,IgniteUI/igniteui-cli,142813.0,6,4,117,1220
term-img,sindresorhus/term-img,10416370.0,2,4,306,16
@aws-sdk/node-config-provider,aws/aws-sdk-js-v3,403893630.0,2,7,2801,5575
@putout/cli-match,coderaiser/putout,341123.0,2,9,642,199
@subsquid/typeorm-migration,subsquid/squid,39730.0,7,2,1140,250
@stacks/auth,hirosystems/stacks.js,224210.0,6,2,932,1637
babel-esm-plugin,prateekbh/babel-esm-plugin,501725.0,3,11,192,72
netlify-cms-widget-markdown,netlify/netlify-cms,783814.0,27,3,17430,6980
@types/ffmpeg-static,DefinitelyTyped/DefinitelyTyped,937859.0,0,0,46776,66341
@tramvai/tokens-common,Tinkoff/tramvai,89732.0,9,0,223,13
@panva/jose,panva/jose,182016.0,1,0,4617,202
@golevelup/nestjs-stripe,golevelup/nestjs,238384.0,4,1,1994,680
node-opcua-certificate-manager,node-opcua/node-opcua,1054813.0,10,4,1404,1350
@pandacss/studio,chakra-ui/panda,107244.0,11,2,4542,2002
@react-native-firebase/auth,invertase/react-native-firebase,3068494.0,3,2,11372,6456
@react-native-firebase/crashlytics,invertase/react-native-firebase,6107720.0,3,1,11372,6456
mkcert,Subash/mkcert,1218885.0,2,5,122,11
graphql-middleware,maticzav/graphql-middleware,11358941.0,3,19,1128,561
@temporalio/ui,temporalio/ui,34408.0,32,111,148,1905
@helium/address,helium/helium-js,102055.0,3,1,109,367
@types/charm,DefinitelyTyped/DefinitelyTyped,498363.0,1,0,46776,66341
@shopify/react-google-analytics,Shopify/quilt,298805.0,2,0,1644,2699
node-ble,chrvadala/node-ble,23784.0,1,8,293,58
@webiny/handler,webiny/webiny-js,103103.0,9,9,7056,3895
@modern-js/plugin-router-legacy,modern-js-dev/modern.js,21694.0,10,18,4089,5412
freemail,willwhite/freemail,744781.0,1,1,341,80
babel-plugin-formatjs,formatjs/formatjs,6542788.0,11,0,14024,4122
angular-confirm,Schlogen/angular-confirm,71046.0,13,15,150,90
rc,dominictarr/rc,712056911.0,4,0,1006,134
@capacitor/share,ionic-team/capacitor-plugins,2293618.0,1,14,451,2045
@turf/boolean-point-in-polygon,Turfjs/turf,26128365.0,4,8,8698,2557
@types/cheerio,DefinitelyTyped/DefinitelyTyped,93570072.0,1,0,46776,66341
ytpl,TimeForANinja/node-ytpl,206855.0,1,9,200,153
@microsoft/bf-cli-command,microsoft/botframework-cli,83326.0,9,24,167,1355
ai,vercel/ai,327076.0,11,29,6974,979
@lerna/get-npm-exec-opts,lerna/lerna,55858522.0,1,0,35267,3871
@types/bs58,DefinitelyTyped/DefinitelyTyped,3602018.0,1,0,46776,66341
docz-core,doczjs/docz,549929.0,34,0,23496,1733
react-viewer,infeng/react-viewer,807067.0,1,51,720,205
